"category","project","external_id","name","kind","status","reference_xyz","tp_command","reference_type","derived","geometry_type","geometry_extent","parent","database_id"
"Route / station infrastructure","Mainstreet America","R4-GAR-C02","C02 detached rear/side garage","custom","complete","-76, 71, 9","/tp @s -76 71 9","derived bounds center","true","bounds","x[-79…-73] y[68…73] z[6…12]","West Garden Villa","wft_d61b904fa016d820"
"Route / station infrastructure","Mainstreet America","R4-GAR-C03","C03 detached rear/side garage","custom","complete","76, 81, 48","/tp @s 76 81 48","derived bounds center","true","bounds","x[73…79] y[78…83] z[45…51]","East Garden Villa","wft_970d2182ce7ae66c"
"Route / station infrastructure","Mainstreet America","R4-GAR-C04","C04 detached rear/side garage","custom","complete","-76, 67, -55","/tp @s -76 67 -55","derived bounds center","true","bounds","x[-79…-73] y[64…69] z[-58…-52]","West Brick Courtyard Home","wft_687f4186f76b77b8"
"Route / station infrastructure","Mainstreet America","R4-GAR-C05","C05 detached rear/side garage","custom","complete","76, 82, -54","/tp @s 76 82 -54","derived bounds center","true","bounds","x[73…79] y[79…84] z[-57…-51]","East Brick Courtyard Home","wft_b963be40863ea1c5"
"Route / station infrastructure","Mainstreet America","R4-GAR-C06","C06 detached rear/side garage","custom","complete","-76, 67, -199","/tp @s -76 67 -199","derived bounds center","true","bounds","x[-79…-73] y[64…69] z[-202…-196]","West Timber Lodge","wft_2b6f1c01975a1a11"
"Route / station infrastructure","Mainstreet America","R4-GAR-C07","C07 detached rear/side garage","custom","complete","73, 67, -148","/tp @s 73 67 -148","derived bounds center","true","bounds","x[70…76] y[64…69] z[-151…-145]","East Timber Lodge","wft_e4ef9127a4e52c23"
"Route / station infrastructure","Mainstreet America","FENCE:PRJ-B02","Culinary Pavilion white picket boundary","fence","complete","-112, ~, -95","/tp @s -112 ~ -95","derived polygon center","true","polygon","x[-140…-84] y[62…319] z[-125…-66] · 4 vertices","Culinary Pavilion","wft_007d466b15351e36"
"Route / station infrastructure","Mainstreet America","FENCE:GRID-W2","Design Lab and Maker Commons white picket boundary","fence","complete","-112, ~, -22","/tp @s -112 ~ -22","derived polygon center","true","polygon","x[-140…-84] y[62…319] z[-60…15] · 4 vertices","Design Lab and Maker Commons","wft_45cfda2985c77c4f"
"Route / station infrastructure","Mainstreet America","FENCE:PRJ-L01","Detention Pond and Ecology Walk white picket boundary","fence","complete","190, ~, -250","/tp @s 190 ~ -250","derived polygon center","true","polygon","x[160…220] y[62…319] z[-280…-220] · 4 vertices","Detention Pond and Ecology Walk","wft_51784a0a532b36df"
"Route / station infrastructure","Mainstreet America","P01-ACCESSIBLE-POD-EAST","east accessible access aisle","sidewalk","complete","31, 64, 181","/tp @s 31 64 181","derived bounds center","true","bounds","x[21…41] y[64] z[180…182]","Visitor parking and Arrival Gardens","wft_822ec5b89e6adfab"
"Route / station infrastructure","Mainstreet America","R8-WF-R08-EAST","EAST ALLEY","landmark","complete","63, 64, -130","/tp @s 63 64 -130","exact catalog point","false","point","x[63] y[64] z[-130]","R08 shared cross-link","wft_e089eb908d1611a5"
"Route / station infrastructure","Mainstreet America","R03","East Avenue","road","complete","84, 64, -218","/tp @s 84 64 -218","path start","false","path","x[84] y[64] z[-218…70] · 2 waypoints","MainStreet America campus","wft_1e08a7d6715109ba"
"Route / station infrastructure","Mainstreet America","JCT-R03-R05","East Avenue / Garden Cross junction","road","complete","84, 64, 17","/tp @s 84 64 17","exact catalog point","false","point","x[84] y[64] z[17]","MainStreet America campus","wft_f89ca92fe8f4fe15"
"Route / station infrastructure","Mainstreet America","JCT-R03-R07","East Avenue / Service Cross junction","road","complete","84, 64, -218","/tp @s 84 64 -218","exact catalog point","false","point","x[84] y[64] z[-218]","MainStreet America campus","wft_8b58ce062e8bc528"
"Route / station infrastructure","Mainstreet America","FENCE:BLK-EM","East Middle Homes white picket boundary","fence","complete","44, ~, -33","/tp @s 44 ~ -33","derived polygon center","true","polygon","x[8…80] y[62…319] z[-80…14] · 4 vertices","East Middle Homes","wft_072cb8407c2756bd"
"Route / station infrastructure","Mainstreet America","FENCE:BLK-EN","East North Homes white picket boundary","fence","complete","44, ~, -151","/tp @s 44 ~ -151","derived polygon center","true","polygon","x[8…80] y[62…319] z[-216…-86] · 4 vertices","East North Homes","wft_ba0ef8627500d517"
"Route / station infrastructure","Mainstreet America","R4-ALLEY-E","East Rear Alley","road","complete","50, 64, -218","/tp @s 50 64 -218","path start","false","path","x[50…63] y[64…78] z[-218…37] · 256 waypoints","MainStreet America campus","wft_682288273b1f7d62"
"Route / station infrastructure","Mainstreet America","FENCE:BLK-ES","East South Homes white picket boundary","fence","complete","44, ~, 48","/tp @s 44 ~ 48","derived polygon center","true","polygon","x[8…80] y[62…319] z[20…76] · 4 vertices","East South Homes","wft_cc7dd8d46aa94946"
"Route / station infrastructure","Mainstreet America","P01-SOUTH-ARRIVAL-WALK-EAST","East south-arrival walk","sidewalk","complete","8, 64, 268","/tp @s 8 64 268","path start","false","path","x[8] y[64…78] z[268…305] · 38 waypoints","Visitor parking and Arrival Gardens","wft_d84c710c7408bfde"
"Route / station infrastructure","Mainstreet America","P01-FESTIVAL-ROW-EAST","festival row east","driveway","complete","65, 64, 250","/tp @s 65 64 250","derived bounds center","true","bounds","x[7…122] y[64] z[246…254]","Visitor parking and Arrival Gardens","wft_17c0f0cdeb8f5833"
"Route / station infrastructure","Mainstreet America","P01-FESTIVAL-ROW-WEST","festival row west","driveway","complete","-64, 64, 250","/tp @s -64 64 250","derived bounds center","true","bounds","x[-122…-7] y[64] z[246…254]","Visitor parking and Arrival Gardens","wft_c534171ee2982f56"
"Route / station infrastructure","Mainstreet America","R05","Garden Cross","road","complete","-82, 64, 17","/tp @s -82 64 17","path start","false","path","x[-82…84] y[64] z[17] · 2 waypoints","MainStreet America campus","wft_03f709ff2a6c1bc9"
"Route / station infrastructure","Mainstreet America","R4-GAR-H01","H01 detached rear/side garage","custom","complete","-52, 67, 54","/tp @s -52 67 54","derived bounds center","true","bounds","x[-55…-49] y[64…69] z[51…57]","The Alexandria","wft_5502e308e2d568f3"
"Route / station infrastructure","Mainstreet America","R4-GAR-H02","H02 detached rear/side garage","custom","complete","-52, 67, 4","/tp @s -52 67 4","derived bounds center","true","bounds","x[-55…-49] y[64…69] z[1…7]","The Cape Pointe","wft_cdb47e1eb08c4650"
"Route / station infrastructure","Mainstreet America","R4-GAR-H03","H03 detached rear/side garage","custom","complete","-52, 67, -48","/tp @s -52 67 -48","derived bounds center","true","bounds","x[-55…-49] y[64…69] z[-51…-45]","The Ashby Manor","wft_ae0641b066b718c8"
"Route / station infrastructure","Mainstreet America","R4-GAR-H04","H04 detached rear/side garage","custom","complete","-52, 67, -98","/tp @s -52 67 -98","derived bounds center","true","bounds","x[-55…-49] y[64…69] z[-101…-95]","The Centennial","wft_62e9c532bf13f3f1"
"Route / station infrastructure","Mainstreet America","R4-GAR-H05","H05 detached rear/side garage","custom","complete","-52, 67, -149","/tp @s -52 67 -149","derived bounds center","true","bounds","x[-55…-49] y[64…69] z[-152…-146]","The Timbergrove","wft_618060938f39b941"
"Route / station infrastructure","Mainstreet America","R4-GAR-H06","H06 detached rear/side garage","custom","complete","-53, 67, -199","/tp @s -53 67 -199","derived bounds center","true","bounds","x[-56…-50] y[64…69] z[-202…-196]","The Wakefield","wft_a9da786a0c56f739"
"Route / station infrastructure","Mainstreet America","R4-GAR-H07","H07 detached rear/side garage","custom","complete","49, 75, 24","/tp @s 49 75 24","derived bounds center","true","bounds","x[46…52] y[72…77] z[21…27]","The Villa Lago","wft_7411f5e477c9be5d"
"Route / station infrastructure","Mainstreet America","R4-GAR-H08","H08 detached rear/side garage","custom","complete","56, 74, 3","/tp @s 56 74 3","derived bounds center","true","bounds","x[53…59] y[71…76] z[0…6]","The Calais","wft_d02fca9ef821ac87"
"Route / station infrastructure","Mainstreet America","R4-GAR-H09","H09 detached rear/side garage","custom","complete","56, 80, -52","/tp @s 56 80 -52","derived bounds center","true","bounds","x[53…59] y[77…82] z[-55…-49]","The Casa Lana","wft_e3369b0750dc735a"
"Route / station infrastructure","Mainstreet America","R4-GAR-H10","H10 detached rear/side garage","custom","complete","51, 67, -101","/tp @s 51 67 -101","derived bounds center","true","bounds","x[48…54] y[64…69] z[-104…-98]","The Cross Creek","wft_468b331b577b7a6a"
"Route / station infrastructure","Mainstreet America","R4-GAR-H11","H11 detached rear/side garage","custom","complete","51, 67, -148","/tp @s 51 67 -148","derived bounds center","true","bounds","x[48…54] y[64…69] z[-151…-145]","The Midtown","wft_cb6367924c969388"
"Route / station infrastructure","Mainstreet America","R4-GAR-H12","H12 detached rear/side garage","custom","complete","50, 67, -191","/tp @s 50 67 -191","derived bounds center","true","bounds","x[47…53] y[64…69] z[-194…-188]","The Valencia","wft_65089c3b74004e34"
"Route / station infrastructure","Mainstreet America","R01","Main Street","road","complete","0, 64, -290","/tp @s 0 64 -290","path start","false","path","x[0] y[64] z[-290…285] · 2 waypoints","MainStreet America campus","wft_a1df9bfba578416c"
"Route / station infrastructure","Mainstreet America","JCT-R01-R06","Main Street / Brick Cross junction","road","complete","0, 64, -83","/tp @s 0 64 -83","exact catalog point","false","point","x[0] y[64] z[-83]","MainStreet America campus","wft_bd94d17fa80d6c01"
"Route / station infrastructure","Mainstreet America","JCT-R01-R05","Main Street / Garden Cross junction","road","complete","0, 64, 17","/tp @s 0 64 17","exact catalog point","false","point","x[0] y[64] z[17]","MainStreet America campus","wft_85b3bf2ba763752c"
"Route / station infrastructure","Mainstreet America","R8-JCT-R01-R08","Main Street / R08 compact junction","landmark","complete","0, 65, -126","/tp @s 0 65 -126","derived bounds center","true","bounds","x[-5…5] y[64…65] z[-127…-125]","R08 shared cross-link","wft_2a988137bec9afe0"
"Route / station infrastructure","Mainstreet America","JCT-R01-R07","Main Street / Service Cross junction","road","complete","0, 64, -218","/tp @s 0 64 -218","exact catalog point","false","point","x[0] y[64] z[-218]","MainStreet America campus","wft_960318bdf4109cae"
"Route / station infrastructure","Mainstreet America","JCT-R01-R04","Main Street / South Cross junction","road","complete","0, 64, 84","/tp @s 0 64 84","exact catalog point","false","point","x[0] y[64] z[84]","MainStreet America campus","wft_567fcacbf8133b21"
"Route / station infrastructure","Mainstreet America","FENCE:DIV-C01-SURFACE","Mountain Surface Operations white picket boundary","fence","complete","192, ~, 183","/tp @s 192 ~ 183","derived polygon center","true","polygon","x[90…294] y[62…319] z[135…231] · 4 vertices","Mountain Surface Operations","wft_44afdc3a7e7985f3"
"Route / station infrastructure","Mainstreet America","FENCE:GRID-E2","Neighborhood Clubhouse and Walled Garden white picket boundary","fence","complete","114, ~, -22","/tp @s 114 ~ -22","derived polygon center","true","polygon","x[88…140] y[62…319] z[-60…15] · 4 vertices","Neighborhood Clubhouse and Walled Garden","wft_7704b836e3f2ff69"
"Route / station infrastructure","Mainstreet America","P01-BAY-001","Parking bay 001","parking","complete","-118, 64, 187","/tp @s -118 64 187","derived bounds center","true","bounds","x[-120…-117] y[64] z[183…191]","Visitor parking and Arrival Gardens","wft_13a8a1c2b8c789fe"
"Route / station infrastructure","Mainstreet America","P01-BAY-002","Parking bay 002","parking","complete","-113, 64, 187","/tp @s -113 64 187","derived bounds center","true","bounds","x[-115…-112] y[64] z[183…191]","Visitor parking and Arrival Gardens","wft_ecb3ab47721627ec"
"Route / station infrastructure","Mainstreet America","P01-BAY-003","Parking bay 003","parking","complete","-108, 64, 187","/tp @s -108 64 187","derived bounds center","true","bounds","x[-110…-107] y[64] z[183…191]","Visitor parking and Arrival Gardens","wft_7e83836307f20c4a"
"Route / station infrastructure","Mainstreet America","P01-BAY-004","Parking bay 004","parking","complete","-103, 64, 187","/tp @s -103 64 187","derived bounds center","true","bounds","x[-105…-102] y[64] z[183…191]","Visitor parking and Arrival Gardens","wft_77e6d76f13fcdd65"
"Route / station infrastructure","Mainstreet America","P01-BAY-005","Parking bay 005","parking","complete","-98, 64, 187","/tp @s -98 64 187","derived bounds center","true","bounds","x[-100…-97] y[64] z[183…191]","Visitor parking and Arrival Gardens","wft_69ce02c9ecb5dc0d"
"Route / station infrastructure","Mainstreet America","P01-BAY-006","Parking bay 006","parking","complete","-93, 64, 187","/tp @s -93 64 187","derived bounds center","true","bounds","x[-95…-92] y[64] z[183…191]","Visitor parking and Arrival Gardens","wft_01fa580d2d3f88d3"
"Route / station infrastructure","Mainstreet America","P01-BAY-007","Parking bay 007","parking","complete","-88, 64, 187","/tp @s -88 64 187","derived bounds center","true","bounds","x[-90…-87] y[64] z[183…191]","Visitor parking and Arrival Gardens","wft_ebd1ae769507b7b8"
"Route / station infrastructure","Mainstreet America","P01-BAY-008","Parking bay 008","parking","complete","-83, 64, 187","/tp @s -83 64 187","derived bounds center","true","bounds","x[-85…-82] y[64] z[183…191]","Visitor parking and Arrival Gardens","wft_7af9fd6758b30fa9"
"Route / station infrastructure","Mainstreet America","P01-BAY-009","Parking bay 009","parking","complete","-78, 64, 187","/tp @s -78 64 187","derived bounds center","true","bounds","x[-80…-77] y[64] z[183…191]","Visitor parking and Arrival Gardens","wft_412bc66d42c0e841"
"Route / station infrastructure","Mainstreet America","P01-BAY-010","Parking bay 010","parking","complete","-73, 64, 187","/tp @s -73 64 187","derived bounds center","true","bounds","x[-75…-72] y[64] z[183…191]","Visitor parking and Arrival Gardens","wft_9f2d4754a4db9c18"
"Route / station infrastructure","Mainstreet America","P01-BAY-011","Parking bay 011","parking","complete","-68, 64, 187","/tp @s -68 64 187","derived bounds center","true","bounds","x[-70…-67] y[64] z[183…191]","Visitor parking and Arrival Gardens","wft_72c5822da159eb6c"
"Route / station infrastructure","Mainstreet America","P01-BAY-012","Parking bay 012","parking","complete","-63, 64, 187","/tp @s -63 64 187","derived bounds center","true","bounds","x[-65…-62] y[64] z[183…191]","Visitor parking and Arrival Gardens","wft_70af9279c31a19c6"
"Route / station infrastructure","Mainstreet America","P01-BAY-013","Parking bay 013","parking","complete","-58, 64, 187","/tp @s -58 64 187","derived bounds center","true","bounds","x[-60…-57] y[64] z[183…191]","Visitor parking and Arrival Gardens","wft_594383a2c2e85337"
"Route / station infrastructure","Mainstreet America","P01-BAY-014","Parking bay 014","parking","complete","-53, 64, 187","/tp @s -53 64 187","derived bounds center","true","bounds","x[-55…-52] y[64] z[183…191]","Visitor parking and Arrival Gardens","wft_8f813ec716d3c5a8"
"Route / station infrastructure","Mainstreet America","P01-BAY-015","Parking bay 015","parking","complete","-48, 64, 187","/tp @s -48 64 187","derived bounds center","true","bounds","x[-50…-47] y[64] z[183…191]","Visitor parking and Arrival Gardens","wft_8ff0e316f886a1f6"
"Route / station infrastructure","Mainstreet America","P01-BAY-016","Parking bay 016","parking","complete","-43, 64, 187","/tp @s -43 64 187","derived bounds center","true","bounds","x[-45…-42] y[64] z[183…191]","Visitor parking and Arrival Gardens","wft_51e16d976fc5ecec"
"Route / station infrastructure","Mainstreet America","P01-BAY-017","Parking bay 017","parking","complete","-38, 64, 187","/tp @s -38 64 187","derived bounds center","true","bounds","x[-40…-37] y[64] z[183…191]","Visitor parking and Arrival Gardens","wft_cc365a76744396e4"
"Route / station infrastructure","Mainstreet America","P01-BAY-018","Parking bay 018","parking","complete","-33, 64, 187","/tp @s -33 64 187","derived bounds center","true","bounds","x[-35…-32] y[64] z[183…191]","Visitor parking and Arrival Gardens","wft_b76966f40b58c96b"
"Route / station infrastructure","Mainstreet America","P01-BAY-019","Parking bay 019","parking","complete","-28, 64, 187","/tp @s -28 64 187","derived bounds center","true","bounds","x[-30…-27] y[64] z[183…191]","Visitor parking and Arrival Gardens","wft_3b3ee5dc2ac08ee0"
